company_name,founded_year,location,industry,latest_funding,website,linkedin,description
Gradient AI,2018.0,,information technology & services,Series C,http://www.gradientai.com,,"Gradient AI provides award-winning artificial intelligence (AI) solutions for the insurance industry. Its solutions improve loss ratios and profitability by predicting underwriting and claim risks with greater accuracy, as well as reducing quote turnaround times and claim expenses through intelligent automation. Unlike other AI solutions that use a limited claims and underwriting dataset, Gradient's SaaS platform leverages a vast industry data lake comprising tens of millions of policies and claims. It also incorporates key features including economic, health, geographic, and demographic information. Customers include some of the most recognized insurance carriers, MGAs, MGUs, TPAs, risk pools, PEOs, and large self-insured employers across all major lines of insurance. By using Gradient AI's solutions, insurers of all types achieve a better return on risk. We are proud to have been recognized by Built In five years in a row, including two categories in 2025––Best Place to Work in Boston and Best Midsize Places to Work in Boston! Check out our page here: https://www.builtinboston.com/company/ Gradient AI was founded in to address the need for state-of-the-art AI and Machine Learning (ML) solutions for the trillion-dollar insurance industry. Our software-as-a-service platform uses AI to help commercial insurers automate and improve underwriting results, reduce claim costs, and improve operational efficiencies. Our software and models are utilized by many of the world's most recognized Insurance Carriers, MGAs, TPAs, Pools, PEOs and more. Our team of expert Data Scientists and Insurance Technology experts have an exceptional history of building wildly successful insurance technology companies, with the most satisfied customers in the industry. At GradientAI we focus exclusively on delivering measurable results for your underwriting and claims operations."
LogRocket,2016.0,,information technology & services,Series C,http://www.logrocket.com,,"LogRocket combines session replay, product analytics, and error tracking – empowering software teams to create the ideal product experience."
OPT Industries,2019.0,,mechanical or industrial engineering,Series A,http://www.optindustries.com,,"Based in the Boston area, OPT Industries is an advanced digital manufacturing company, specializing in designing and mass-producing products whose functions and performance necessitate extreme precision at the micron scale. Our cross-disciplinary design teams help our clients develop novel product concepts and successfully bring them to commercialization. Our most recent products include: InstaSwab™, a high-performance nasal swab designed in record time and trusted by leading healthcare providers; Lumofil™, a mascara applicator customized for distinct lash profiles; and PolyBrush™, a replaceable brush mat to line vibratory conveying surfaces."
Pure Lithium,2021.0,,semiconductors,Series A,http://www.purelithium.io,,"Pure Lithium is a vertically integrated lithium metal vanadium (LVO) battery technology company. Our Brine to Battery™ electrodeposition technology unlocks unconventional sources of lithium, bypassing traditional compound production to create a battery-ready electrode in one day. Our next-generation lithium metal battery is free of graphite, nickel, manganese and cobalt, effectively ending reliance on China for battery materials."
Lambent,2016.0,,information technology & services,Series A,http://www.lambentspaces.com,,"About Lambent (formerly Armored Things) Lambent is a Boston-based software company for smart space planning. Its SaaS platform leverages AI to deliver occupancy analytics for space optimization at corporate campuses and colleges. The Lambent Spaces platform leverages existing data sources such as Wi-Fi and sensors to provide anonymous and predictive analytics. The software delivers actionable intelligence so facilities professionals and space planners can make better use of the spaces they have. For more information, visit https://lambentspaces.com/."
Conduit,,,financial services,Seed,http://www.conduitpay.com,,"Conduit is a better way for global businesses to simply and cheaply move money and grow money with faster speed, better visibility and fewer steps than traditional payment rails. With a Conduit account, global businesses can make seamless cross-border commercial transactions between local fiat in emerging markets to USD around the world. Conduit gives global businesses an early-mover advantage to maximize new financial opportunities to make cross-border B2B payments and settle invoices simply and efficiently -- including to & from U.S. companies without requiring a U.S. entity or U.S. bank account. The Conduit payments dashboard offers businesses a simple, elegant, and intuitive dashboard to make cross-border payments today. Get started at conduit.fi"
BioIntelliSense,2018.0,,medical devices,Series B,http://www.biointellisense.com,,"BioIntelliSense is ushering in a new era of continuous health monitoring and clinical intelligence for Remote Patient Monitoring (RPM). Our medical-grade Data-as-a-Service (DaaS) platform seamlessly captures multi-parameter vital signs, physiological biometrics, and symptomatic events through an effortless patient experience. The FDA-cleared, medical-grade BioButton® wearable device makes remote monitoring and early detection simple. Through the platform's advanced analytics, clinicians have access to high-resolution patient trending and reporting to enable medical-grade remote care from in-hospital to home. Learn how BioIntelliSense is redefining remote patient monitoring through medical-grade and cost-effective data services or visit our website at BioIntelliSense.com."
Alto,2015.0,,financial services,Series B,http://www.altoira.com,,"TAKE THE ALTERNATIVE ROUTE TO RETIREMENT Alto's holistic alternatives investment platform empowers individual investors to diversify their portfolios by investing in alternative assets that have long been enjoyed by professional investors. Offering Traditional, Roth and SEP IRAs, Alto is unlocking the power of trillions in investable retirement savings, giving investors more access to participate in alternative assets like private equity, venture capital, cryptocurrency, real assets including farmland, real estate, fine wine and art, and more. Alto Solutions is a self-directed IRA administrator builds and operates easy-to-use technology that enables individual investors to access alternatives. Alto's self-directed IRA products, the Alto IRA and Alto CryptoIRA® offer the same tax advantages as more conventional IRAs, while providing access to investment opportunities not offered by most custodians, without complicated or hidden fees. Alto Securities is a wholly-owned registered broker-dealer and member of FINRA/SIPC that allows Alto to market, sell and transact private placement securities opportunities to platform users, both investors and issuers alike. Alto Capital is an exempt reporting advisor used to provide unique alternative investment opportunities to individual accredited investors by lowering historically institutional barriers like minimum investment amounts."
NextGrid,2016.0,,renewables & environment,Seed,http://www.nextgrid.com,,"NextGrid is a US Renewable Energy Company specializing in solar development, policy and finance. Focused on building a platform to allow Developers, Investors and Property Owners to benefit from a Distributed Energy Grid. Offices in San Francisco and Boston, with partnerships across the US."
Centerline Biomedical,2014.0,,medical devices,Series B,http://www.centerlinebiomedical.com,,"We are pioneers in surgical navigation and precision healthcare, empowering physicians with safe, real-time, imaging solutions that improve outcomes, lower costs, and reduce radiation exposure for both patients and caregivers in minimally invasive endovascular procedures. Delivering on our commitment to improve quality of life by changing the way healthcare is delivered, our multidisciplinary team of scientists, clinicians, engineers, and software architects has developed the Intra-Operative Positioning System (IOPS™). This mobile and affordable GPS-like 3D vascular navigation system allows for greater surgical precision and control than ever before, improving device placement accuracy, simplifying complex procedures, and potentially decreasing endoleaks and costly secondary interventions. Millions of vascular procedures are performed each year with minimally invasive, endovascular procedures frequently preferred over open surgical repair. Currently, to navigate within vessels physicians rely on x-ray fluoroscopy. This technology has several critical limitations, including lack of soft tissue visualization and exposure to harmful ionizing radiation. IOPS™, which fits directly into existing workflows and operating rooms, eliminates this excessive radiation exposure by creating manipulable 3D models of the relevant anatomy. These intelligent models are created from existing imaging that is already part of the standard of care. Centerline Biomedical, Inc. was founded in 2014 as a spinoff of the Cleveland Clinic to commercialize our innovative vascular navigation technology. With a research, development, and design history rooted in the Clinic's world-class Lerner Research Institute's Heart and Vascular Institute, the IOPS™ platform can be further used for predictive modeling, clinical decision support, global healthcare analytics and the education and training of future surgeons and interventionists. See the IOPS™ technology in action: https://youtu.be/U8RL3_UNP8Q"
Whistic,2015.0,,computer & network security,Series B,http://www.whistic.com,,"Whistic is a leading provider of proactive vendor security and an innovator in changing the way that companies publish and evaluate security posture to build trust. Whistic is the single source of trust for both buyers and sellers, helping companies speed up the pace of business. The Whistic Trust Catalog® now contains nearly 15,000 company profiles that can be assessed on-demand, and notable customers include Airbnb, Okta, Betterment, Vonage, Qualtrics, and other world-leading brands within healthcare, manufacturing, energy, and education."
Idelic,2016.0,,information technology & services,Series B,http://www.idelic.com,,"Idelic is a leading provider of advanced fleet management solutions, empowering transportation companies and insurers to enhance safety, efficiency, and profitability. With a mission to revolutionize the commercial auto industry, Idelic offers innovative technology platforms that enable data-driven decision-making, risk mitigation, and driver management. By harnessing the power of data and analytics, Idelic is transforming the way fleets and insurers operate, ensuring safer roads for all."
Route,2019.0,,information technology & services,Series B,,,"Route is the leader in the post-purchase experience. From delivery to re-discovery, Route protects brands and their customers with licensed shipping insurance, fast issue resolution, package tracking, carbon-neutral shipping, and remarketing. Route helps brands control for the unexpected and transform even negative experiences into opportunities to drive loyalty. Since launching in 2019, Route has built an ecommerce network of 13,000 brands and 3+ million active app users, and customers have chosen to protect nearly 150 million orders. Route seamlessly integrates with leading ecommerce platforms, including Shopify, Salesforce Commerce Cloud, Magento, BigCommerce, and WooCommerce, and also provides custom API integrations for enterprise merchants. See for yourself: route.com/demo"
CSC Generation,2016.0,,venture capital & private equity,Seed,http://www.cscgeneration.com,,"We are CSC Generation. We acquire and transform retailers into high performing, digital first consumer-centric businesses. As of May 2023, we have nine brands that are part of the CSC family. We expect to keep growing and adding more companies to our portfolio. Often, our retailers have a strong brand recognition and customer following but have run into financial difficulties. Our mission is to transform them into high performing, digital first, consumer centric businesses. We stand out from the rest of the retail industry with our strong marketing intelligence, supply chain and distribution channels, outstanding customer support and experience in brick-and-mortar stores, online and catalog sales."
Via Separations,2017.0,,mechanical or industrial engineering,Series B,http://www.viaseparations.com,,"At Via Separations, we take a materials approach to the world's wasted energy. We are optimistic about scientific progress, passionate about global impact, and creative in everything we do. We are not afraid of hard problems, and we encourage each other to live at the intersections of disciplines, act on great ideas, and design everything. Via eliminates energy use in industrial processes, enabling pathways for a more sustainable, resource efficient future. With its core filtration technology, Via can slash the energy used in separation processes by 90%. We are a fast-paced, interdisciplinary team backed by The Engine, Safar Partners, Prime Impact Fund, and MassCEC."
Arbor Biotechnologies,2016.0,,research,Series B,http://www.arbor.bio,,"Arbor Bio is a next-generation gene editing company focused on discovering and developing potentially curative genomic medicines, with the most extensive toolbox of proprietary genomic editors in the industry. We have the unique ability to work backward from disease pathology and choose the optimal editors or combination of editors for the disease in question."
Strand Therapeutics,2017.0,,research,Series A,http://www.strandtx.com,,"Strand was founded by biological engineers working together at the Massachusetts Institute of Technology (MIT). Building on the idea of creating smart therapies capable of making sophisticated decisions, they sought to apply this concept to the emerging field of mRNA therapeutics. This area was previously untapped by traditional synthetic biology, leading us to build our very own mRNA programming language, creating the world's first platform for mRNA smart therapies. Strand's mRNA programming technology promises to make mRNA therapies safer and more effective by programming the location, timing, and intensity of therapeutic protein expression inside a patient's body via mRNA-encoded logic circuits. These circuits have the ability to implement cell-type specific expressions by sensing and classifying the unique mRNA expression signatures of cells and control the dosage of protein expression through responses to exogenously administered small molecules."
Upbound,2017.0,,information technology & services,Series B,http://www.upbound.io,,"The cloud service providers of today run their interfaces and services with control planes. They're able to enable self-service and flexibility to their customers without letting go of control, governance, reliability or security. Meanwhile, enterprises continue to run their cloud infrastructure with config — resulting in instability, security risks and low productivity. Upbound is democratizing the best kept secret in cloud computing — the control plane. By leveraging custom APIs, cloud engineers are no longer hindered by configuration drift, multiplying workspaces and frustrated developers. With Upbound, platform engineers get centralized control, governance and stability and developers get freedom of self-service. Upbound is the creator and maintainer of the popular open source project Crossplane, a framework for building cloud native control planes. The company is a Series B startup and has raised $69M in total funding. Upbound's backers include GV (formerly Google Ventures), Altimeter Capital and Intel Capital. For more information, please visit upbound.io."
Oats Overnight,2016.0,,food & beverages,Series B,http://www.oatsovernight.com,,"Oats Overnight launched in 2016 as a nutritious and convenient solution to breakfast. The company operates manufacturing facilities in AZ and OH. With an intense focus on R&D, data, and community, Oats Overnight has created over 50 flavors and can be found in grocery stores nationwide."
Torc Robotics,2005.0,,transportation/trucking/railroad,Series B,http://www.torc.ai,,"Torc Robotics, headquartered in Blacksburg, Virginia, offers a complete autonomous software solution for the trucking/freight industry. Torc was acquired by Daimler – the largest heavy-duty truck manufacturer in North America – in August 2019. We are working together to develop highly automated trucks to improve the safety and efficiency of transporting goods. We are experts in providing autonomous vehicle solutions and we partner with other industry leaders to bring this new technology to work in the real world. Our mission is to drive the future of freight through safer roads and the efficient transport of critical goods. #TorcDriven #TorcRobotics"
Satelytics,2009.0,,information technology & services,Series B,http://www.satelytics.com,,"Satelytics is a cloud-based geospatial analytics software suite built to analyze terabytes of imagery to produce actionable insights. We specifically focus on providing timely, actionable alerts to our industrial customers in the oil & gas, power, mining, and water/wastewater sectors. Customers employ these alerts to direct field teams to act on operational anomalies before those anomalies cause extensive environmental damage and before they result in additional operational costs. Satelytics ingests multispectral or hyperspectral imagery gathered from satellites, aerial platforms, or fixed cameras, then processes these large data sets with algorithms designed to hunt for specific spectral signatures that indicate a problem. Satelytics is capable of delivering alerts on hydrocarbon leaks, saltwater leaks, methane leaks, encroachment threats, land movement, remediation progress, vegetation growth/health/speciation, water quality/chemistry, chemical constituents on land, and thermal changes. Whether sampling a 2-acre pond, 15,000 square miles of an oil & gas field, or 1,000 linear miles of electrical transmission lines, Satelytics can scale with business needs. With a single dataset, we can analyze for a variety of business unit interests by simultaneously running all the algorithms in our basket. The cost to the customer is the same whether we run a single algorithm of interest or the entire basket. The cost is the same whether alerts are delivered to one individual or every user in the enterprise."
EnsoData,2015.0,,hospital & health care,Series A,http://www.ensodata.com,,"EnsoData uses Artificial Intelligence (AI) to unlock more rapid, accurate, and affordable diagnoses of the biggest threats to human health. Over the past eight years, EnsoData has pioneered the clinical use and adoption of artificial intelligence (AI) and machine learning (ML) technology in sleep medicine (and healthcare more broadly) to solve large-scale problems at the heart of diagnosis and treatment decision-making. EnsoData's primary solution, EnsoSleep, was cleared by the FDA in 2017 to provide diagnostic analysis of in-lab sleep studies. EnsoSleep received expanded FDA clearance in 2021 to score and analyze home sleep studies, to add a viewing, editing, and reporting platform, and to record and output a total sleep time measurement. The latest EnsoData AI algorithm, EnsoSleep PPG, was cleared by the FDA in February of 2024. EnsoSleep PPG turns the widely available and wearable FDA-cleared pulse oximetry technology into a diagnostic tool for clinicians. This new clearance offers opportunities for clinicians to effectively reach patients by enabling AI-driven analysis using more accessible and cost-effective pulse oximeters. Ultimately, our suite of AI tools help clinicians reduce healthcare turnaround times, cut into patient backlogs, and ultimately, improve the patient care journey and health outcomes."
CodaMetrix,2019.0,,information technology & services,Series B,http://www.codametrix.com,,"CodaMetrix's cutting-edge, multi-specialty autonomous medical coding platform leverages AI to continuously learn from and act upon the clinical evidence in the EHR. We autonomously translate clinical notes into billing codes that satisfy coding requirements, ensuring claims consistently represent the unique and complete episode of care, reducing human coding workload, while improving the efficiency and optimizing the quality of medical coding."
Kofile,2009.0,,management consulting,Series B,http://www.kofile.com,,"Kofile is the leader in Critical Records Management working closely with county, local, and state government organizations and their leaders. Our commitment to preserving, safeguarding, and modernizing access to history and the public record drives everything we do. Trusted by over 3,000 government organizations and officials earned from decades of service and innovation, we apply the right mix of expertise, technology, and processes to empower leaders to increase the impact of government services more efficiently."
Luxury Presence,2016.0,,information technology & services,Series B,http://www.luxurypresence.com,,"Luxury Presence is the fastest-growing digital platform for agents, teams, and brokerages. Their award-winning real estate websites, modern marketing solutions, and AI-powered mobile platform help agents attract more business, work more efficiently, and serve their clients. Since launching in 2016, Luxury Presence has been trusted by more than 10,000 real estate professionals, including over 20 Wall Street Journal Top 100 agents."
AgentSync,2018.0,,insurance,Series B,http://www.agentsync.io,,"AgentSync builds modern insurance infrastructure that connects carriers, agencies, MGAs, and producers. With customer-centric design, seamless APIs, automation, and unparalleled service AgentSync's solutions create onboarding, licensing, and appointing processes insurers and producers love while ensuring growth and compliance never compete. Founded in 2018 by Niranjan ""Niji"" Sabharwal and Jenn Knight, and headquartered in Denver, Colo., AgentSync has been recognized as one of Denver's Best Places to Work, as a Forbes Magazine Cloud 100 Rising Star, an Insurtech Insights Future 50 winner, and is ranked 88 in Forbes – America's 500 Best Startup Employers 2022. Candidates: AgentSync Recruiting & Talent teams will only communicate with you using @agentsync.io email addresses. When you receive communication from AgentSync, check the email address domain to ensure you're connected with our team (and not a scammer!)."
Cohere Health,2019.0,,information technology & services,Series B,http://www.coherehealth.com,,"Cohere Health is a clinical intelligence company that provides intelligent prior authorization as a springboard to better quality outcomes by aligning physicians and health plans on evidence-based care paths for the patient's entire care journey. Cohere's intelligent prior authorization solutions reduce administrative expenses while improving patient outcomes. The company is a winner of the TripleTree iAward and has been named to both Fierce Healthcare's Fierce 15 and CB Insights' Digital Health 150 lists. Cohere's investors include Flare Capital Partners, Define Ventures, Deerfield, Polaris Partners, and Longitude Capital."
Mori,2016.0,,food & beverages,Series B,http://www.mori.com,,"Our all-natural protective layer slows down the spoiling process of fruit, veggies, meats, and seafood to help you enjoy fresher food for longer."
Databento,2019.0,,financial services,Series A,http://www.databento.com,,"Databento makes it simpler and faster to get market data. Our self-service model allows users to instantly pick up live exchange feeds and terabytes of historical data—and only pay for what they use. Our goal is to power the world's largest finance and fintech institutions and make data accessible for small startups. Since starting in 2019, we've raised over $27.8M in funding. Our team brings years of experience running high-frequency trading desks and includes alumni from firms like Two Sigma, Flow Traders, Virtu, and Stripe."
Valo Health,2019.0,,research,Series B,http://www.valohealth.com,,"Valo is a technology company built to transform drug discovery and development using large-scale data and AI-powered computation. Valo aims to ful­ly inte­grate human-cen­tric data across the entire drug devel­op­ment life cycle into a sin­gle uni­fied archi­tec­ture, there­by accel­er­at­ing the dis­cov­ery and devel­op­ment of life-chang­ing drugs while simul­ta­ne­ous­ly reduc­ing costs, time, and fail­ure rates. The company's Opal Com­pu­ta­tion­al Plat­form™ is an end-to-end drug dis­cov­ery and devel­op­ment plat­form with a uni­fied archi­tec­ture designed to trans­form data into valu­able insights that may accel­er­ate dis­cov­er­ies and enable Valo to advance a robust pipeline of pro­grams, ini­tial­ly focused on car­dio­vas­cu­lar meta­bol­ic renal, oncol­o­gy, and neu­rode­gen­er­a­tive dis­ease."
Relay,2016.0,,information technology & services,Series B,http://www.relaypro.com,,"Software powers the workforce...except for 55 million members who aren't given access to a communication tool or rely on a walkie-talkie. This subset of the workforce is often completely disconnected - not only from one another, but from critical information that could improve their efficiency and positively impact the bottom line of the companies that employ them. Relay leverages the PTT functionality that active workers rely on, but we've stripped away the range limitations, security concerns, physical bulk and the budget prohibitions associated with traditional walkie talkies. More important though is what we've added: Relay operates on a powerful and flexible software platform that provides new core functionalities like GPS tracking, emergency alerts and mobile/desktop compatibility - all navigated through a voice interface. The technology that fuels these capabilities enables us to continue building software integrations that will evolve with marketplace demands."
Thread,2019.0,,information technology & services,Series A,http://www.thread.one,,"Thread is a software-as-a-service provider for electric utilities and generation... Our UNITI Workspace specializes in asset data management, workflow automation, and collaboration tools."
Curative,2020.0,,hospital & health care,Seed,http://www.curative.com,,"Having pivoted from a COVID testing company, Curative is an employer-based health insurance offering that aims to improve health outcomes through cost transparency & easy use."
Revature,2003.0,,information technology & services,Series A,http://www.revature.com,,"Revature is bridging the IT skills gap and accelerating technology workforces for mid-to-large organizations worldwide – from Fortune 500 companies to the federal government and leading system integrators. Our Total Talent Solution empowers customers to cultivate the right technology talent through a combination of its Emerging Talent Programs and Digital Academies. The company takes a human-centric approach to building a skills-first technology workforce for enterprises with an emphasis on continuous learning. By offering both interpersonal skills and technical skills, including in areas like AI and ML, data and analytics, cloud computing, cybersecurity, enterprise platforms and application development, Revature delivers day-one productive talent 70% faster while reducing customer costs by up to 30% compared to traditional methods. Revature is headquartered in Reston, Virginia and Chennai, India."
WithMe,2014.0,,consumer services,Series A,http://www.withme.com,,"WithMe, Inc. makes people's lives better every day through convenient, technology-powered amenities for the multifamily industry and beyond. WithMe's PrintWithMe and SipWithMe solutions make resident printing and coffee simple, helping property management leaders deliver an elevated living experience and meet evolving resident needs for remote/hybrid workspaces while simultaneously decreasing spend, controlling costs, and saving time for staff. PrintWithMe powers printer amenities and staff solutions at thousands of multifamily, cafe and coworking locations across all 50 states. SipWithMe, now available in major markets, is disrupting the coffee amenity category. WithMe is an Inc. 5000 fastest-growing company, appearing on the list for the past three consecutive years, as well as a 2023 Inc. Power Partner and a 2024 NAA Top Employer."
Westwin Elements,,,mechanical or industrial engineering,Series A,http://www.westwinelements.com,,"Westwin is America's First Major Nickel Refinery solving America's critical minerals crisis -- a crisis of foreign dependency, ESG violations, and forecasted global deficits. Currently, no commercial nickel refining capacity exists in the U.S., which means the U.S. relies nearly entirely on imports for its own nickel consumption. Therefore, developing refining capacities is critical to reduce reliance on Foreign Entity of Concerns (FEOCs) and establish a localized and secure supply chain. Westwin solves this issue by localizing nickel refining capacities, and mitigating Environmental, Social and Governance (ESG) violations within the global critical mineral supply chain. The company is dedicated to upholding ESG standards, ensuring ethical sourcing, traceability, and a more equitable profit distribution across all supply chain stakeholders. As global and domestic demand for nickel continues to rise, Westwin is strategically positioned to supply Class 1 nickel products and address forecasted market deficits."
Florence Healthcare,2014.0,,information technology & services,Series C,http://www.florencehc.com,,"Florence Healthcare is the leading provider of the Site Enablement Platform, committed to accelerating cures by better connecting sponsors, CROs, and research sites. The company's integrated platform streamlines the clinical trial process, enabling seamless collaboration and more efficient management of clinical research workflows. Florence Healthcare is dedicated to fostering innovation and improving patient outcomes worldwide with over 12,000 connected research sites on its platform in 45 countries, facilitating more than 6.5 million research workflows every month."
Apkudo,2011.0,,information technology & services,Series C,http://www.apkudo.com,,"Apkudo helps companies managing connected devices to maximize device value, minimize labor costs and reduce e-waste. Apkudo's Circular Industry Platform provides a full suite of decision-support and operating tools: automated testing and grading systems, device lifecycle management and resale market integration. As a result, Apkudo customers always have the answer to the question, ""What should I do with this device, right now?"""
REsurety,2012.0,,renewables & environment,Series C,http://www.resurety.com,,"REsurety is the leading provider of data, software, and services to the clean energy economy, and operates the only transactional marketplace for clean power. Trusted by the industry's leading buyers, sellers, and investors, REsurety's proprietary data models, powerful technology platforms, and deep domain expertise empower confident, impactful decision-making and efficient, effective portfolio management. For more information, visit www.resurety.com"
PreVeil,2015.0,,information technology & services,Series C,http://www.preveil.com,,"PreVeil makes encryption usable for CMMC & ITAR compliance, business and personal use. PreVeil's encrypted email works with existing apps like Outlook or Gmail, letting users keep their regular email addresses. PreVeil Drive works like DropBox for file sharing, but with far better security. All messages and documents are encrypted end-to-end, which means that no one other than intended recipients can read or scan them—not even PreVeil. PreVeil is designed for both small teams and large enterprises. Visit www.preveil.com to learn more."
LinkSquares,2015.0,,information technology & services,Series C,http://www.linksquares.com,,"LinkSquares unlocks the full potential of legal teams at more than 1,000 companies, including Wayfair, TIME, ProPharma, the Boston Celtics, and Commvault with purpose-built, AI-powered technology to perform, manage, and quantify all their work in one place. Legal teams rely on our all-in-one CLM and legal project management platform to manage key priorities and contracts, accelerate workflows across the business, and use data to visualize the impact of their work. Our solutions save companies hundreds of hours and millions of dollars by eliminating manual processes and driving better consistency of process, communication, and quality. Headquartered in Boston, MA, LinkSquares is consistently recognized for being a leader in innovation, delivering results, and company growth."
Eton Solutions LP,2015.0,,information technology & services,Series C,http://www.eton-solutions.com,,"Eton Solutions is a software and services company founded to handle the complexities of servicing ultra-high-net-worth families. Created by family office leaders, Eton Solutions' flagship product is AtlasFive®, an integrated family office software platform with over $737+billion managed on platform that holistically aggregates and manages all a family office's data, reporting, and workflow processes. With one source of truth, Eton Solutions leads family offices into the future by maximizing efficiency and minimizing errors and risk."
Obsidian Therapeutics,2015.0,,research,Series C,http://www.obsidiantx.com,,"Obsidian Therapeutics is pioneering controllable cell and gene therapies to deliver transformative outcomes for patients with intractable diseases. Obsidian's programs apply our cytoDriveTM technology in cell and gene therapy products to control expression of proteins for enhanced therapeutic efficacy, including our lead program cytoTIL15 engineered to make TILs more effective for more patients. Our aspirations are high, and we're built to deliver – well-funded with blue chip investors, engaged field-leading advisors, strong partnerships with industry leaders, and a highly experienced, dynamic, innovative and collaborative team, collectively focused on delivering transformative therapies in areas of greatest clinical need. Located in the heart of Cambridge with a new laboratory facility in Bedford, we're proud of our diverse talented team and committed to cultivating an environment of inclusion where we strive to instill a strong sense of belonging, and support each Obsidianite to continuously learn and contribute their best work. We offer competitive salary and benefits, and potential for employee ownership through stock options."
MarginEdge,2015.0,,restaurants,Series C,http://www.marginedge.com,,"From one picture to the big picture! It all starts with your team snapping photos of invoices with their smartphones. We take it from there – every line item and every handwritten note is captured. We then integrate with your POS, so each day you know everything you bought and everything you sold, plus you get a rolling P&L with drill-down capability, and the invoice and sales data flows effortlessly to your accounting system. In between, our solution: - handles data-entry of all of your invoices - updates pricing on your inventory sheets (food and beverage) - updates ordering sheets - keeps your recipes – prep and plated – prices up to date with a real-time kitchen recipe viewer - alerts you if the prices of key ingredients jump - determines theoretical food and beverage cost/usage vs actual We are currently working with over 7,000 restaurants in all 50 states, from fast-casual to fine dining - Join Us!"
BETA,2017.0,,aviation & aerospace,Series C,http://www.beta.team,,"BETA Technologies is creating an electric transportation ecosystem that's safe, reliable and sustainable. A relentlessly focused team is building an extensive charging infrastructure and ALIA, the world's most technologically advanced electric vertical aircraft (EVA). BETA's platform and products are strikingly simple. Prioritization of safety and a pragmatic approach to certification drive elegant redundancy, appropriate diversity of implementation and simplicity of control. ALIA's fixed-pitch propellers and centrally located batteries make it an inherently stable aircraft that is safe to fly and easy to maneuver."
Range,2020.0,,financial services,Series B,http://www.range.com,,"Range is the all-in-one wealth management dashboard and expert advisory service that empowers high earners to get the most out of their money with investment services, retirement planning, estate planning, tax planning, insurance optimization, and more."
OneSource Virtual,2008.0,,information technology & services,Series B,http://www.onesourcevirtual.com,,"OneSource Virtual (OSV) delivers patented in-tenant technology and expert services that efficiently automate the administrative, transactional tasks of Workday payroll, taxes, payments, and benefits. We eliminate complexity to give business leaders the confidence they need to drive strategic change. Our customer-centric approach puts your goals and objectives at the center of everything we do. With over 1,000 active customers and a 95% customer retention rating, OSV is the leading exclusive provider of Workday Business-Processes-as-a-Service (BPaaS) solutions. We can help take your team from transactional to transformational. Our global headquarters is located in Dallas, Texas, with additional locations across North America and Europe. Find your company's solution at www.onesourcevirtual.com."
Greenphire,2008.0,,information technology & services,Series B,http://www.greenphire.com,,"As the industry's leading provider of clinical payment and communication solutions, Greenphire's technologies are used globally to improve operational efficiency, reduce costs, mitigate regulatory risks, increase subject retention, promote protocol compliance, and produce quantifiable results for our clients. Our systems are flexible, configured to meet the specific requirements of each study and the procedural requirements of the users that interface our solutions. Employees of Greenphire enjoy an upbeat, entrepreneurial culture with casual dress and an open-office environment. Greenphire encourages its workforce to bring fresh ideas to the table, rise to any challenge, and remain passionate about our products and company mission. Greenphire is the proud winner of the Philadelphia Business Journal's Best Place to Work award for 2014, 2015, 2018, 2019 and 2020. As an employee, you'll enjoy a comprehensive benefits package including medical, dental, and vision and prescription benefits from the start of your first full month of employment. Employees also receive a 401k savings plan, financial wellness program which offers local, out-of-the box learning sessions on managing your finances, a 529 savings plan, flexible spending accounts, a generous vacation policy, and a host of company-sponsored & community involvement events. To learn more visit https://greenphire.com/. Email: Marketing@greenphire.com Phone: 215.609.4365 Twitter: @GreenphireINC Facebook: https://www.facebook.com/Greenphire-543092949230758 Instagram: @GreenphireINC YouTube: https://www.youtube.com/channel/UCpYX9kj4L63qxUafsLQ01Ew"
Galileo Financial,2001.0,,financial services,Series A,,,"Galileo Financial Technologies, LLC is a financial technology company that enables fintechs, banks, emerging and established brands to build differentiated financial solutions that deliver exceptional, customer-centric experiences. Through modern, open APIs, Galileo's flexible, secure, scalable and fully integrated platform drives innovation across payments and financial services. Trusted by digital banking heavyweights, early-stage innovators and enterprise clients alike, Galileo supports issuing physical and virtual payment cards, mobile push provisioning, tailored and differentiated financial products and more, across industries and geographies. www.galileo-ft.com"
Teikametrics,2015.0,,information technology & services,Series B,http://www.teikametrics.com,,Teikametrics is a Massachusetts-based retail optimization platform that enables sellers and brand owners to automate repricing and advertising campaigns on E-commerce sites.
Wellist,2013.0,,human resources,Series B,http://www.wellist.com,,"Wellist is a mission-driven, women-led company that connects individuals and families to the right support and resources at the right time."
